1.a,,ISTE
1.b,,ISTE
1.c,,ISTE
1c,,ISTE
2.a,,ISTE
2.b,,ISTE
2.d,,ISTE
2d,,ISTE
4.b,,ISTE
4.c,,ISTE
4.d,,ISTE
4b,,ISTE
5.a,,ISTE
5.b,,ISTE
5.d,,ISTE
5a,,ISTE
5b,,ISTE
6.a,,ISTE
6.c,,ISTE
6.d,,ISTE
6c,,ISTE
