3.5,5.NBT.B.5
3.5,5.G.A.2
3.6,3.OA.3
3.6,4.NBT.B.4
3.6,5.NBT.B.5
3.7,3.OA.3
3.7,4.NBT.B.4
3.7,5.NBT.B.5
3.8,3.OA.3
3.8,4.NBT.B.4
3.8,5.NBT.B.5
3.10,4.NBT.B.4
3.11,3.OA.3
3.11,3.G.A.2
3.11,4.NBT.B.4
3.11,4.MD.A.3
3.11,4.MD.C.5
3.11,4.MD.C.7
3.11,4.G.A.1
3.11,4.G.A.2
3.11,4.G.A.3
3.11,5.NBT.B.5
3.11,5.G.A.2
3.12,3.OA.3
3.12,4.NBT.B.4
3.12,5.NBT.B.5
3.13,3.OA.3
3.13,4.NBT.B.4
3.13,5.NBT.B.5
3.14,3.OA.3
3.14,4.NBT.B.4
3.14,5.NBT.B.5
3.15,3.OA.3
3.15,4.NBT.B.4
3.15,5.NBT.B.5
3.16,3.OA.3
3.16,4.NBT.B.4
3.16,5.NBT.B.5
3.17,3.OA.3
3.17,4.NBT.B.4
3.17,5.NBT.B.5
3.21,3.OA.3
3.21,3.G.A.2
3.21,4.NBT.B.4
3.21,4.MD.A.3
3.21,4.MD.C.5
3.21,4.MD.C.7
3.21,4.G.A.1
3.21,4.G.A.2
3.21,4.G.A.3
3.21,5.NBT.B.5
3.21,5.G.A.2
4.2,3.OA.3
4.2,4.NBT.B.4
4.2,5.NBT.B.5
4.3,3.OA.3
4.3,4.NBT.B.4
4.3,5.NBT.B.5
4.6,3.OA.3
4.6,4.NBT.B.4
4.6,5.NBT.B.5
4.7,3.OA.3
4.7,4.NBT.B.4
4.7,5.NBT.B.5
4.9,3.OA.3
4.9,4.NBT.B.4
4.9,5.NBT.B.5
4.10,3.OA.3
4.10,3.G.A.2
4.10,4.NBT.B.4
4.10,4.MD.A.3
4.10,4.MD.C.5
4.10,4.MD.C.7
4.10,4.G.A.1
4.10,4.G.A.2
4.10,4.G.A.3
4.10,5.NBT.B.5
4.10,5.G.A.2
4.11,3.OA.3
4.11,4.NBT.B.4
4.11,5.NBT.B.5
4.12,3.OA.3
4.12,3.G.A.2
4.12,4.NBT.B.4
4.12,4.MD.A.3
4.12,4.MD.C.5
4.12,4.MD.C.7
4.12,4.G.A.1
4.12,4.G.A.2
4.12,4.G.A.3
4.12,5.NBT.B.5
4.12,5.G.A.2
4.14,3.OA.3
4.14,3.G.A.2
4.14,4.NBT.B.4
4.14,4.MD.A.3
4.14,4.MD.C.5
4.14,4.MD.C.7
4.14,4.G.A.1
4.14,4.G.A.2
4.14,4.G.A.3
4.14,5.NBT.B.5
4.14,5.G.A.2
4.15,3.OA.3
4.15,3.G.A.2
4.15,4.NBT.B.4
4.15,4.MD.A.3
4.15,4.MD.C.5
4.15,4.MD.C.7
4.15,4.G.A.1
4.15,4.G.A.2
4.15,4.G.A.3
4.15,5.NBT.B.5
4.15,5.G.A.2
4.16,3.OA.3
4.16,3.G.A.2
4.16,4.NBT.B.4
4.16,4.MD.A.3
4.16,4.MD.C.5
4.16,4.MD.C.7
4.16,4.G.A.1
4.16,4.G.A.2
4.16,4.G.A.3
4.16,5.NBT.B.5
4.16,5.G.A.2
4.18,3.OA.3
4.18,3.G.A.2
4.18,4.NBT.B.4
4.18,4.MD.A.3
4.18,4.MD.C.5
4.18,4.MD.C.7
4.18,4.G.A.1
4.18,4.G.A.2
4.18,4.G.A.3
4.18,5.NBT.B.5
4.18,5.G.A.2
