1.1,K.G.A.1
1.2,K.G.A.1
1.3,K.G.A.1
1.4,K.G.A.1
1.4,K.CC.B.4
1.4,K.OA.A.3
1.4,K.OA.A.5
1.4,1.OA.A.1
1.4,2.OA.A.1
1.4,2.G.A.2
1.5,K.CC.B.4
1.5,K.OA.A.3
1.5,K.OA.A.5
1.5,1.OA.A.1
1.5,2.OA.A.1
1.5,2.G.A.2
1.6,K.G.A.1
1.7,K.CC.B.4
1.7,K.OA.A.3
1.7,K.OA.A.5
1.7,K.G.A.1
1.7,1.OA.A.1
1.7,2.OA.A.1
1.7,2.G.A.2
1.8,K.G.A.1
1.8,K.G.A.2
1.8,K.G.B.6
1.8,1.G.A.1
1.8,1.G.A.2
1.8,2.G.A.1
1.9,K.CC.4
1.9,K.MD.1
1.9,K.MD.2
1.10,K.G.A.1
1.10,K.G.A.2
1.10,K.G.B.6
1.10,1.G.A.1
1.10,1.G.A.2
1.10,1.G.A.3
1.10,2.G.A.1
1.12,K.CC.4
1.12,K.CC.6
1.12,K.MD.3
1.13,K.CC.B.4
1.13,K.OA.A.3
1.13,K.OA.A.5
1.13,K.G.A.1
1.13,1.OA.A.1
1.13,2.OA.A.1
1.13,2.G.A.2
1.14,K.CC.B.4
1.14,K.OA.A.3
1.14,K.OA.A.5
1.14,K.G.A.1
1.14,1.OA.A.1
1.14,2.OA.A.1
1.15,K.CC.4
1.16,K.CC.B.4
1.16,K.OA.A.5
1.16,1.OA.A.1
1.16,2.OA.A.1
1.18,1.OA.1
1.18,1.G.A.1
1.18,1.G.A.2
1.18,2.OA.1
1.18,2.G.A.1
1.18,3.OA.3
1.18,3.G.A.2
2.1,2.G.2
2.2,1.G.1
2.2,2.G.3
2.3,1.OA.A.1
2.3,2.OA.A.1
2.3,3.OA.3
2.4,1.OA.1
2.4,1.G.A.1
2.4,1.G.A.2
2.4,2.OA.1
2.4,2.G.A.1
2.4,3.OA.3
2.4,3.G.A.2
2.5,1.MD.4.
2.6,1.OA.1
2.6,2.OA.1
2.6,3.OA.3
2.7,1.OA.1
2.7,1.G.A.1
2.7,1.G.A.2
2.7,2.OA.1
2.7,2.G.A.1
2.7,3.OA.3
2.7,3.G.A.2
2.8,1.OA.1
2.8,2.OA.1
2.8,3.OA.3
2.8,3.G.A.2
2.10,1.OA.A.1
2.10,2.OA.A.1
2.10,3.OA.3.
2.11,1.OA.1
2.11,1.G.A.1
2.11,1.G.A.2
2.11,2.OA.1
2.11,2.G.A.1
2.11,3.OA.3
2.11,3.G.A.2
2.12,1.MD.4.
2.13,1.OA.1
2.13,2.OA.1
2.13,2.G.2
2.13,2.MD.5
2.13,2.NBT.A.4
2.13,3.OA.3
2.17,1.OA.A.1
2.17,2.OA.A.1
2.17,2.MD.5
2.19,3.OA.3
2.19,3.G.A.2
2.19,4.NBT.B.4
2.19,4.MD.A.3
2.19,4.MD.C.5
2.19,4.MD.C.7
2.19,4.G.A.1
2.19,4.G.A.2
2.19,4.G.A.3
2.19,5.NBT.B.5
2.19,5.G.A.2
3.1,3.OA.3
3.1,4.NBT.B.4
3.1,5.NBT.B.5
3.2,3.OA.3
3.2,4.NBT.B.4
3.2,5.NBT.B.5
3.3,3.OA.3
3.3,3.G.A.2
3.3,4.NBT.B.4
3.3,4.MD.A.3
3.3,4.MD.C.5
3.3,4.MD.C.7
3.3,4.G.A.1
3.3,4.G.A.2
3.3,4.G.A.3
3.3,5.NBT.B.5
3.3,5.G.A.2
3.5,3.OA.3
3.5,3.G.A.2
3.5,4.NBT.B.4
3.5,4.MD.A.3
3.5,4.MD.C.5
3.5,4.MD.C.7
3.5,4.G.A.1
3.5,4.G.A.2
3.5,4.G.A.3
