2.7,CPP.L1:6-06
2.7,CT.L2-01
2.7,CT.L2-06
2.7,CT.L2-08
2.7,CT.L2-12
2.7,CT.L3A-03
2.8,CT.L1:3-01
2.8,CL.L1:3-02
2.8,CPP.L1:6-05
2.8,CPP.L1:6-06
2.8,CT.L2-01
2.8,CT.L2-06
2.8,CT.L2-08
2.8,CT.L2-12
2.9,CT.L1:3-01
2.9,CT.L1:3-03
2.9,CT.L1:6-01
2.9,CT.L1:6-02
2.9,CT.L1:6-05
2.9,CT.L2-01
2.9,CT.L2-03
2.9,CT.L2-06
2.9,CT.L2-07
2.9,CT.L2-08
2.9,CT.L2-12
2.9,CPP.L1.3-04
2.9,CPP.L1:6-05
2.10,CL.L1:3-02
2.10,CT. L1:3-01
2.10,CT.L1:6-01
2.10,CT.L2-01
2.10,CT.L2-06
2.10,CT.L2-08
2.10,CT.L2-12
2.10,CPP.L1:6-05
2.10,CPP.L1:6-06
2.10,CT.L3A-03
2.11,CL.L1:3-02
2.11,CT.L1:3-01
2.11,CT.L1:6-01
2.11,CT.L2-01
2.11,CT.L2-06
2.11,CT.L2-08
2.11,CT.L2-12
2.11,CPP.L1:6-05
2.11,CPP.L1:6-06
2.11,CT.L3A-03
2.12,CT.L1:3-03
2.12,CT.L1:6-01
2.12,CT.L1:6-02
2.12,CT.L1:6-05
2.12,CPP.L1.3-04
2.12,CPP.L1:6-05
2.12,CPP.L1.3-04
2.12,CPP.L1:6-05
2.12,CT.L2-03
2.12,CT.L2-06
2.12,CT.L3A-03
2.13,CL.L1:3-02
2.13,CT.L1:3-01
2.13,CPP.L1:6-05
2.13,CPP.L1:6-06
2.13,CT.L1:6-01
2.13,CT.L2-01
2.13,CT.L2-06
2.13,CT.L2-07
2.13,CT.L2-08
2.13,CT.L2-12
2.13,CT.L2-14
2.13,CT.L3A-03
2.14,CT.L1:3-03
2.14,CT.L1:6-03
2.14,CT.L1:3-05
2.14,CT.L2-07
2.14,CT.L2-08
2.15,CPP.L1:3-04
2.15,CT.L1:6-02
2.15,CT.L1:6-05
2.15,CT.L1:6-01
2.15,CT.L2-06
2.16,CL.L1:3-02
2.16,CL.L1:6-01
2.16,CPP.L1:6-05
2.16,CPP.L1:6-06
2.16,CT.L1:3-02
2.16,CT.L1:6-01
2.16,CT.L2-01
2.16,CT.L2-06
2.16,CT.L2-07
2.16,CT.L2-08
2.16,CT.L2-12
2.17,CT.L1:3-01
2.17,CT.L1:3-02
2.17,CL.L1:3-02
2.17,CL.L1:6-01
2.17,CPP.L1:3-03
2.17,CPP.L1:6-03
2.17,CPP.L1:6-05
2.17,CPP.L1:6-06
2.17,CT.L2-01
2.17,CT.L2-06
2.17,CT.L2-07
2.17,CT.L2-08
2.17,CT.L2-12
2.18,CI.L1:3-01
2.18,CPP.L2-06
2.19,CL.L1:3-02
2.19,CT.L1:3-01
2.19,CT.L1:6-01
2.19,CPP.L1:6-05
2.19,CPP.L1:6-06
2.19,CT.L2-01
2.19,CT.L2-06
2.19,CT.L2-07
2.19,CT.L2-08
2.19,CT.L2-12
2.19,CT.L2-14
2.19,CT.L3A-03
3.1,CPP.L1:6-05
3.1,CT.L1:6-02
3.1,CT.L2-01
3.1,CT.L2-06
3.1,CT.L2-08
3.1,CT.L2-12
3.1,CT.L2-14
3.2,CT.L1:3-01
3.2,CL.L1:3-02
3.2,CPP.L1:6-05
3.2,CPP.L1:6-06
3.2,CT.L2-01
3.2,CT.L2-06
3.2,CT.L2-08
3.2,CT.L2-12
3.3,CT.L1:3-01
3.3,CL.L1:3-02
3.3,CPP.L1:6-05
3.3,CPP.L1:6-06
3.3,CT.L2-01
3.3,CT.L2-06
3.3,CT.L2-08
3.3,CT.L2-12
3.4,CPP.L1:6-05
3.4,CT.L2-01
3.4,CT.L2-06
3.4,CT.L2-07
3.4,CT.L2-08
3.4,CT.L2-12
3.4,CT.L3A-03
3.5,CL.L1:3-02
3.5,CT.L1:3-01
3.5,CT.L1:6-01
3.5,CPP.L1:6-05
3.5,CPP.L1:6-06
3.5,CT.L2-01
3.5,CT.L2-06
3.5,CT.L2-07
3.5,CT.L2-08
3.5,CT.L2-12
3.5,CT.L2-14
3.5,CT.L3A-03
3.6,CL.L1:3-02
3.6,CT.L1:3-01
3.6,CT.L1:6-01
3.6,CPP.L1:6-05
3.6,CPP.L1:6-06
3.6,CT.L2-01
3.6,CT.L2-06
3.6,CT.L2-07
3.6,CT.L2-08
3.6,CT.L2-12
3.6,CT.L2-14
3.6,CT.L3A-03
3.7,CL.L1:3-02
3.7,CT.L1:3-01
3.7,CT.L1:6-01
3.7,CPP.L1:6-05
3.7,CPP.L1:6-06
3.7,CT.L2-01
3.7,CT.L2-06
3.7,CT.L2-07
3.7,CT.L2-08
3.7,CT.L2-12
3.7,CT.L2-14
3.7,CT.L3A-03
3.8,CL.L1:3-02
3.8,CT.L1:3-01
3.8,CT.L1:6-01
3.8,CPP.L1:6-05
3.8,CPP.L1:6-06
3.8,CT.L2-01
3.8,CT.L2-06
3.8,CT.L2-07
3.8,CT.L2-08
3.8,CT.L2-12
3.8,CT.L2-14
3.8,CT.L3A-03
3.9,CPP.L1:6.05
3.9,CT.L2-01
3.9,CT.L2-06
3.9,CT.L2-07
3.9,CT.L2-08
3.9,CT.L2-12
3.9,CT.L3A-3
3.9,CT.L2-14
3.10,CD1:6-06
3.10,CPP.L1:6-05
3.10,CT.L1:6-02
3.10,CT.L2-01
3.10,CT.L2-06
3.10,CT.L2-12
3.11,CL.L1:3-02
3.11,CT.L1:3-01
3.11,CT.L1:6-01
3.11,CPP.L1:6-05
3.11,CPP.L1:6-06
3.11,CT.L2-01
3.11,CT.L2-06
3.11,CT.L2-07
3.11,CT.L2-08
3.11,CT.L2-12
3.11,CT.L2-14
3.11,CT.L3A-03
3.12,CL.L1:3-02
3.12,CT.L1:3-01
3.12,CT.L1:6-01
3.12,CPP.L1:6-05
3.12,CPP.L1:6-06
3.12,CT.L2-01
3.12,CT.L2-06
3.12,CT.L2-07
3.12,CT.L2-08
3.12,CT.L2-12
3.12,CT.L2-14
3.12,CT.L3A-03
3.13,CL.L1:3-02
3.13,CT.L1:3-01
3.13,CT.L1:6-01
3.13,CT.L2-01
3.13,CT.L2-06
3.13,CT.L2-07
3.13,CT.L2-08
3.13,CT.L2-12
3.13,CT.L2-14
3.13,CPP.L1:6-05
3.13,CPP.L1:6-06
3.13,CT.L3A-03
3.14,CL.L1:3-02
3.14,CT.L1:3-01
3.14,CT.L1:6-01
3.14,CPP.L1:6-05
3.14,CPP.L1:6-06
3.14,CT.L2-01
3.14,CT.L2-06
3.14,CT.L2-08
3.14,CT.L2-12
3.14,CT.L2-14
3.14,CT.L3A-03
3.15,CL.L1:3-02
3.15,CT. L1:3-01
3.15,CT.L1:6-01
3.15,CPP.L1:6-05
3.15,CPP.L1:6-06
3.15,CT.L2-01
3.15,CT.L2-06
3.15,CT.L2-08
3.15,CT.L2-12
3.15,CT.L2-14
3.15,CT.L3A.03
3.16,CT.L1:3-01
3.16,CT.L1:3-02
3.16,CL.L1:3-02
3.16,CL.L1:6-01
3.16,CPP.L1:3-03
3.16,CPP.L1:6-03
3.16,CPP.L1:6-05
3.16,CPP.L1:6-06
3.16,CT.L2-01
3.16,CT.L2-06
3.16,CT.L2-07
3.16,CT.L2-08
3.16,CT.L2-12
3.16,CT.L2-14
3.16,CPP.L2-08
3.16,CT.L3A.03.
3.17,CT.L1:3-01
3.17,CT.L1:3-01
3.17,CL.L1:3-02
3.17,CL.L1:6-01
3.17,CPP.L1:3-03
3.17,CPP.L1:6-03
3.17,CPP.L1:6-05
3.17,CPP.L1:6-06
3.17,CT.L2-01
3.17,CT.L2-06
3.17,CT.L2-07
3.17,CT.L2-08
3.17,CT.L2-12
3.17,CT.L2-14
3.17,CPP.L2-08
3.17,CT.L3A.03
3.18,CI.L1:3-01
3.18,CPP.L2-06
3.18,CD.L1:6-04
3.18,CD.L2-06
3.19,CPP.L1:3-04
3.19,CT.L1:3-03
3.19,CT.L1:6-01
3.19,CT.L1:6-02
3.19,CT.L1:6-05
3.19,CL.L1:6-03
3.19,CT.L2-06
3.20,CI.L1:3-01
3.20,CI.L1:6-01
3.20,CI.L1:6-02
3.20,CI.L1:6-04
3.20,CI.L2-01
3.20,CI.L2-05
3.20,CPP.L2-06
3.21,CL.L1:3-02
3.21,CT.L1:3-01
3.21,CT.L1:6-01
3.21,CPP.L1:6-05
3.21,CPP.L1:6-06
3.21,CT.L2-01
3.21,CT.L2-06
3.21,CT.L2-07
3.21,CT.L2-08
3.21,CT.L2-12
3.21,CT.L2-14
3.21,CT.L3A-03
4.1,CT.L1:6.01
4.1,CT.L1:6.02
4.1,CPP.L1:6.05
4.2,CT.L1:3-01
4.2,CL.L1:3-02
4.2,CPP.L1:6-05
4.2,CPP.L1:6-06
4.2,CT.L2-01
4.2,CT.L2-06
4.2,CT.L2-08
4.2,CT.L2-12
4.3,CT.L1:3-01
4.3,CL.L1:3-02
4.3,CPP.L1:6-05
4.3,CPP.L1:6-06
4.3,CT.L2-01
4.3,CT.L2-06
4.3,CT.L2-08
4.3,CT.L2-12
4.4,CT.L1:6.01
4.4,CT.L1:6.02
4.4,CPP.L1:6.05
4.5,CT.L1:6.01
4.5,CT.L1:6.02
4.5,CPP.L1:6.05
4.6,CT.L1:3-01
4.6,CL.L1:3-02
4.6,CPP.L1:6-05
4.6,CPP.L1:6-06
4.6,CT.L2-01
4.6,CT.L2-06
4.6,CT.L2-08
4.6,CT.L2-12
4.7,CT.L1:3-01
4.7,CT.L1:3-02
4.7,CL.L1:3-02
4.7,CL.L1:6-01
4.7,CPP.L1:3-03
4.7,CPP.L1:6-03
4.7,CPP.L1:6-05
4.7,CPP.L1:6-06
4.7,CT.L2-01
4.7,CT.L2-06
4.7,CT.L2-07
4.7,CT.L2-08
4.7,CT.L2-12
4.7,CT.L2-14
4.7,CPP.L2-08
4.7,CT.L3A.03
4.8,CT.L1:6.01
4.8,CT.L1:6.02
4.9,CL.L1:3-02
4.9,CT.L1:3-01
4.9,CT.L1:6-01
4.9,CT.L2-01
4.9,CT.L2-06
4.9,CT.L2-07
4.9,CT.L2-08
4.9,CT.L2-12
4.9,CT.L2-14
4.9,CPP.L1:6-05
4.9,CPP.L1:6-06
4.9,CT.L3A-03
4.10,CL.L1:3-02
4.10,CT.L1:3-01
4.10,CT.L1:6-01
4.10,CPP.L1:6-05
4.10,CPP.L1:6-06
4.10,CT.L2-01
4.10,CT.L2-06
4.10,CT.L2-07
4.10,CT.L2-08
4.10,CT.L2-12
4.10,CT.L2-14
4.10,CT.L3A-03
4.11,CT.L1:3-01
4.11,CT.L1:3-02
4.11,CL.L1:3-02
4.11,CL.L1:6-01
4.11,CPP.L1:3-03
4.11,CPP.L1:6-03
4.11,CPP.L1:6-05
4.11,CPP.L1:6-06
4.11,CT.L2-01
4.11,CT.L2-06
4.11,CT.L2-07
4.11,CT.L2-08
4.11,CT.L2-12
4.11,CT.L2-14
4.11,CPP.L2-08
4.11,CT.L3A.03
4.12,CL.L1:3-02
4.12,CT.L1:3-01
4.12,CT.L1:6-01
4.12,CPP.L1:6-05
4.12,CPP.L1:6-06
4.12,CT.L2-01
4.12,CT.L2-06
4.12,CT.L2-07
4.12,CT.L2-08
4.12,CT.L2-12
4.12,CT.L2-14
4.12,CT.L3A-03
4.13,CL.L1:3.2
4.13,CT.L2:2.1
4.13,CT.L2:2-6
4.13,CT.L2:2-7
4.13,CT.L2:2-8
4.13,CT.L2:2-12
4.13,CT.L3A:1
4.13,CT.L3A:3
4.13,CPP.L1:6-5
4.13,CT.L2:2-14
4.14,CL.L1:3-02
4.14,CT.L1:3-01
4.14,CT.L1:6-01
4.14,CPP.L1:6-05
4.14,CPP.L1:6-06
4.14,CT.L2-01
4.14,CT.L2-06
4.14,CT.L2-07
4.14,CT.L2-08
4.14,CT.L2-12
4.14,CT.L2-14
4.14,CT.L3A-03
4.15,CL.L1:3-02
4.15,CT.L1:3-01
4.15,CT.L1:6-01
4.15,CPP.L1:6-05
4.15,CPP.L1:6-06
4.15,CT.L2-01
4.15,CT.L2-06
4.15,CT.L2-07
4.15,CT.L2-08
4.15,CT.L2-12
4.15,CT.L2-14
4.15,CT.L3A-03
4.16,CL.L1:3-02
4.16,CT.L1:3-01
4.16,CT.L1:6-01
4.16,CPP.L1:6-05
4.16,CPP.L1:6-06
4.16,CT.L2-01
4.16,CT.L2-06
4.16,CT.L2-07
4.16,CT.L2-08
4.16,CT.L2-12
4.16,CT.L2-14
4.16,CT.L3A-03
4.17,CT.L1:6.01
4.17,CT.L1:6.02
4.17,CPP.L1:6.05
4.18,CL.L1:3-02
4.18,CT.L1:3-01
4.18,CT.L1:6-01
4.18,CPP.L1:6-05
4.18,CPP.L1:6-06
4.18,CT.L2-01
4.18,CT.L2-06
4.18,CT.L2-07
4.18,CT.L2-08
4.18,CT.L2-12
4.18,CT.L2-14
4.18,CT.L3A-03
